"Order Id";"Order Date";"Ship Date";"Ship Mode";"Product_Count";"Sales";"Quantity";"Profit"
"CA-2016-153577";"27-06-2016";"01-07-2016";"Standard Class";2;577.1220000000001;10.0;4.466400000000001
"CA-2014-127586";"26-09-2014";"30-09-2014";"Standard Class";1;310.12;2.0;80.6312
"CA-2017-121615";"03-11-2017";"09-11-2017";"Standard Class";3;75.9;10.0;24.8724
"CA-2017-166415";"19-02-2017";"23-02-2017";"Standard Class";1;11.22;3.0;0.2244
"CA-2015-118444";"05-11-2015";"09-11-2015";"Standard Class";1;387.136;4.0;24.196
"CA-2014-113929";"16-06-2014";"21-06-2014";"Standard Class";3;115.952;12.0;44.2956
"CA-2015-134747";"12-10-2015";"17-10-2015";"Second Class";3;412.24;9.0;112.2084
"CA-2017-155047";"27-08-2017";"30-08-2017";"First Class";1;5.952;1.0;0.372
"CA-2016-160129";"23-11-2016";"23-11-2016";"Same Day";3;100.61599999999999;14.0;18.6496
"CA-2017-164329";"30-01-2017";"30-01-2017";"Same Day";1;129.3;2.0;6.465
"US-2015-141453";"30-11-2015";"03-12-2015";"Second Class";1;3.882;3.0;-5.823
"CA-2014-156993";"28-06-2014";"04-07-2014";"Standard Class";1;6.08;1.0;3.04
"CA-2014-157721";"02-09-2014";"05-09-2014";"First Class";2;90.60999999999999;2.0;13.9047
"CA-2017-128629";"10-07-2017";"14-07-2017";"Second Class";1;18.84;3.0;7.9128
"CA-2017-158106";"04-06-2017";"10-06-2017";"Standard Class";1;8.64;3.0;2.5056
"US-2017-120390";"19-10-2017";"26-10-2017";"Standard Class";1;1633.188;4.0;-1306.5504
"CA-2017-143434";"18-11-2017";"24-11-2017";"Standard Class";1;19.76;4.0;8.2992
"CA-2015-168564";"08-08-2015";"08-08-2015";"Same Day";3;158.672;5.0;15.819
"US-2016-169040";"06-12-2016";"12-12-2016";"Standard Class";7;1169.454;27.0;297.40509999999995
"CA-2017-155880";"25-03-2017";"31-03-2017";"Standard Class";3;1986.52;11.0;482.5819
"CA-2017-126242";"19-11-2017";"24-11-2017";"Standard Class";2;323.71;10.0;83.35849999999999
"CA-2016-166443";"04-11-2016";"05-11-2016";"First Class";1;38.29;7.0;16.4647
"CA-2017-169859";"14-12-2017";"18-12-2017";"Standard Class";3;134.91;22.0;54.300000000000004
"CA-2017-134915";"12-11-2017";"12-11-2017";"Same Day";5;858.5120000000001;15.0;82.438
"CA-2016-153353";"18-08-2016";"24-08-2016";"Standard Class";1;39.99;1.0;11.5971
"CA-2017-123638";"27-06-2017";"04-07-2017";"Standard Class";1;191.646;3.0;31.941
"CA-2017-168900";"04-05-2017";"09-05-2017";"Standard Class";1;2.313;1.0;-1.9275
"CA-2015-158456";"24-12-2015";"29-12-2015";"Standard Class";2;65.856;8.0;28.8092
"CA-2017-143665";"26-04-2017";"01-05-2017";"Standard Class";2;59.620000000000005;11.0;28.6036
"CA-2017-137428";"16-12-2017";"21-12-2017";"Second Class";4;222.032;11.0;31.042399999999997
"CA-2014-162866";"27-12-2014";"31-12-2014";"Standard Class";2;62.967999999999996;10.0;-16.7696
"CA-2017-167941";"06-11-2017";"09-11-2017";"Second Class";5;831.3680000000002;23.0;-1.4836000000000027
"CA-2017-111808";"16-12-2017";"20-12-2017";"Standard Class";1;10.8;5.0;5.184
"CA-2015-137512";"07-05-2015";"12-05-2015";"Standard Class";2;259.942;6.0;-25.9938
"CA-2017-139773";"04-12-2017";"04-12-2017";"Same Day";1;188.552;7.0;-2.6936
"CA-2017-134607";"03-10-2017";"08-10-2017";"Second Class";1;22.58;2.0;5.8708
"CA-2014-109232";"13-01-2014";"16-01-2014";"Second Class";1;545.94;6.0;87.3504
"CA-2015-139850";"12-06-2015";"17-06-2015";"Standard Class";2;64.032;6.0;11.5872
"CA-2014-131310";"12-07-2014";"18-07-2014";"Standard Class";2;134.4;8.0;17.6544
"US-2014-112872";"06-12-2014";"11-12-2014";"Second Class";2;328.914;4.0;-166.1292
"CA-2016-139269";"25-05-2016";"30-05-2016";"Standard Class";3;1311.97;15.0;167.6508
"CA-2016-139010";"21-02-2016";"26-02-2016";"Second Class";4;511.948;17.0;27.1952
"CA-2016-134376";"02-10-2016";"06-10-2016";"Standard Class";1;61.44;3.0;16.5888
"CA-2017-147291";"11-03-2017";"17-03-2017";"Standard Class";1;895.92;4.0;421.0824
"CA-2016-112893";"09-09-2016";"13-09-2016";"Second Class";1;55.36;4.0;18.684
"US-2014-150532";"14-07-2014";"21-07-2014";"Standard Class";1;55.92;5.0;6.291
"CA-2014-138317";"21-06-2014";"25-06-2014";"Standard Class";6;385.2610000000001;16.0;-137.9707
"CA-2015-130610";"05-07-2015";"10-07-2015";"Standard Class";1;19.0;5.0;8.93
"CA-2017-104381";"16-12-2017";"23-12-2017";"Standard Class";1;33.376;4.0;10.43
"CA-2016-131499";"08-09-2016";"10-09-2016";"First Class";1;207.48;1.0;62.244
"CA-2014-148761";"17-05-2014";"21-05-2014";"Standard Class";1;91.68;3.0;45.84
"CA-2017-116519";"13-10-2017";"15-10-2017";"First Class";1;904.9;5.0;253.372
"CA-2014-130729";"24-10-2014";"29-10-2014";"Standard Class";1;34.272;3.0;11.1384
"CA-2016-124772";"05-12-2016";"06-12-2016";"First Class";1;191.82;3.0;74.8098
"CA-2016-115525";"25-07-2016";"29-07-2016";"Standard Class";1;243.88;5.0;27.4365
"CA-2017-134845";"17-04-2017";"23-04-2017";"Standard Class";5;2613.309;22.0;-3424.3546
"US-2015-138919";"17-09-2015";"21-09-2015";"Standard Class";1;344.22;2.0;-103.266
"US-2016-160528";"23-08-2016";"30-08-2016";"Standard Class";3;1416.304;18.0;-216.22639999999998
"CA-2015-123568";"08-11-2015";"14-11-2015";"Standard Class";4;256.35;14.0;92.6823
"CA-2017-124674";"17-11-2017";"23-11-2017";"Standard Class";1;327.7328;2.0;-14.4588
"CA-2015-164441";"08-11-2015";"13-11-2015";"Standard Class";2;70.212;14.0;25.7148
"CA-2014-106719";"24-08-2014";"24-08-2014";"Same Day";1;8.288;2.0;2.6936
"CA-2017-116855";"17-12-2017";"21-12-2017";"Standard Class";1;504.9;5.0;80.784
"US-2016-164189";"24-03-2016";"28-03-2016";"Standard Class";1;403.168;4.0;25.198
"CA-2015-168480";"21-09-2015";"27-09-2015";"Standard Class";2;220.31;5.0;38.6283
"US-2016-114293";"21-11-2016";"26-11-2016";"Standard Class";1;195.136;4.0;-12.196
"CA-2017-134173";"16-09-2017";"21-09-2017";"Standard Class";1;20.736;4.0;7.2576
"US-2015-123960";"11-06-2015";"16-06-2015";"Standard Class";5;207.82;22.0;68.9878
"CA-2017-101749";"03-10-2017";"08-10-2017";"Standard Class";1;171.288;3.0;-6.4233
"US-2016-147991";"05-05-2016";"09-05-2016";"Standard Class";1;16.72;5.0;3.344
"CA-2017-149559";"11-09-2017";"12-09-2017";"Same Day";3;2089.412;12.0;273.873
"CA-2015-135174";"30-04-2015";"02-05-2015";"Second Class";1;1022.97;5.0;-255.7425
"CA-2017-125290";"06-11-2017";"10-11-2017";"Second Class";2;40.28;6.0;15.7488
"CA-2014-137351";"30-09-2014";"04-10-2014";"Standard Class";1;43.176;7.0;13.4925
"CA-2017-121419";"02-04-2017";"04-04-2017";"First Class";2;771.8;6.0;199.606
"US-2017-148054";"06-10-2017";"11-10-2017";"Standard Class";3;307.74;8.0;87.22200000000001
"CA-2016-128517";"09-04-2016";"14-04-2016";"Second Class";2;523.18;4.0;137.0828
"US-2015-100377";"28-08-2015";"01-09-2015";"Standard Class";1;2799.96;5.0;874.9875
"CA-2017-131492";"19-10-2017";"24-10-2017";"Second Class";3;64.828;14.0;16.0702
"CA-2016-144554";"07-11-2016";"12-11-2016";"Standard Class";1;119.976;3.0;22.4955
"CA-2017-127621";"03-03-2017";"07-03-2017";"Standard Class";1;26.88;8.0;9.744
"CA-2015-145184";"27-11-2015";"29-11-2015";"First Class";2;188.94;6.0;30.8595
"CA-2017-106859";"13-03-2017";"18-03-2017";"Second Class";5;780.086;34.0;322.9391
"US-2017-120089";"30-11-2017";"30-11-2017";"Same Day";1;663.936;4.0;82.992
"CA-2014-119375";"17-11-2014";"22-11-2014";"Standard Class";3;3116.49;15.0;833.7633000000001
"CA-2016-125206";"03-01-2016";"05-01-2016";"First Class";1;114.46;2.0;28.615
"CA-2015-126137";"03-10-2015";"08-10-2015";"Standard Class";1;120.666;2.0;18.4548
"CA-2014-143903";"20-07-2014";"24-07-2014";"Standard Class";3;1340.9759999999999;10.0;-115.8528
"CA-2014-104780";"21-05-2014";"25-05-2014";"Standard Class";1;31.84;8.0;10.5072
"CA-2017-101182";"04-09-2017";"05-09-2017";"First Class";2;56.136;5.0;21.3324
"US-2017-132297";"27-05-2017";"02-06-2017";"Standard Class";2;598.3100000000001;5.0;162.9957
"CA-2017-118773";"09-02-2017";"14-02-2017";"Standard Class";4;397.74399999999997;10.0;-436.26480000000004
"US-2017-159205";"31-03-2017";"02-04-2017";"Second Class";2;732.93;12.0;213.7604
"CA-2016-112123";"03-03-2016";"08-03-2016";"Standard Class";3;1094.25;15.0;428.92910000000006
"CA-2015-114468";"23-08-2015";"23-08-2015";"Same Day";4;59.848;16.0;-4.898
"CA-2017-135692";"27-04-2017";"01-05-2017";"Standard Class";2;253.3856;8.0;-30.5176
"CA-2017-131233";"14-04-2017";"19-04-2017";"Standard Class";2;253.12800000000001;6.0;12.5904
"CA-2017-119578";"22-12-2017";"27-12-2017";"Second Class";2;916.14;7.0;85.58340000000001
"CA-2016-124562";"08-12-2016";"12-12-2016";"Standard Class";1;12.957;7.0;-9.5018
"US-2017-140074";"23-03-2017";"29-03-2017";"Standard Class";1;25.68;6.0;11.556
"CA-2016-103037";"25-07-2016";"29-07-2016";"Standard Class";1;15.712;4.0;5.6956
"CA-2017-127460";"10-07-2017";"14-07-2017";"Standard Class";1;298.464;6.0;26.1156
"CA-2016-121671";"17-07-2016";"22-07-2016";"Standard Class";4;581.8800000000001;15.0;88.0788
"CA-2016-150350";"23-08-2016";"30-08-2016";"Standard Class";6;1599.864;29.0;115.09819999999999
"CA-2015-121720";"11-06-2015";"12-06-2015";"First Class";8;3165.744;25.0;-129.58819999999997
"CA-2017-149895";"08-09-2017";"12-09-2017";"Standard Class";1;258.528;2.0;-47.3968
"CA-2017-147564";"02-10-2017";"06-10-2017";"Standard Class";1;49.12;4.0;23.0864
"CA-2014-136399";"16-12-2014";"17-12-2014";"First Class";4;1308.196;13.0;142.8458
"CA-2014-107916";"24-08-2014";"26-08-2014";"First Class";2;25.951999999999998;5.0;10.8096
"CA-2017-164168";"12-11-2017";"18-11-2017";"Standard Class";6;256.36;16.0;-66.7672
"CA-2015-112557";"25-04-2015";"28-04-2015";"First Class";1;206.43;3.0;90.8292
"US-2014-122959";"12-12-2014";"12-12-2014";"Same Day";1;210.392;2.0;-336.6272
"CA-2017-162572";"25-09-2017";"27-09-2017";"Second Class";2;130.56799999999998;11.0;36.916199999999996
"US-2016-148110";"05-09-2016";"11-09-2016";"Standard Class";1;347.802;7.0;-24.843
"CA-2017-131828";"11-02-2017";"13-02-2017";"Second Class";2;1051.912;7.0;116.1207
"CA-2014-109218";"30-06-2014";"03-07-2014";"Second Class";1;32.4;5.0;10.368
"CA-2016-120558";"07-06-2016";"10-06-2016";"First Class";1;32.4;5.0;15.552
"US-2014-109036";"20-12-2014";"25-12-2014";"Standard Class";1;31.05;3.0;14.904
"CA-2015-147830";"15-12-2015";"18-12-2015";"First Class";4;4190.205999999999;17.0;-1980.3793999999998
"CA-2017-150497";"20-07-2017";"24-07-2017";"Standard Class";1;735.98;2.0;331.191
"CA-2014-128986";"03-08-2014";"05-08-2014";"Second Class";1;93.024;3.0;33.7212
"CA-2015-139584";"24-08-2015";"28-08-2015";"Standard Class";2;310.364;4.0;-64.1304
"US-2016-162677";"26-03-2016";"27-03-2016";"First Class";2;187.61599999999999;8.0;-12.077900000000001
"US-2014-150924";"12-09-2014";"16-09-2014";"Second Class";1;5.18;5.0;-8.029
"CA-2014-153969";"21-09-2014";"25-09-2014";"Standard Class";6;451.28400000000005;24.0;110.4268
"CA-2016-146682";"29-10-2016";"31-10-2016";"First Class";1;67.0;5.0;32.16
"CA-2016-138695";"28-05-2016";"03-06-2016";"Standard Class";2;452.464;21.0;-4.957000000000001
"CA-2017-107461";"21-12-2017";"26-12-2017";"Second Class";1;23.88;6.0;11.2236
"US-2016-133879";"21-03-2016";"28-03-2016";"Standard Class";3;544.99;10.0;-3.2454
"CA-2017-157483";"11-11-2017";"18-11-2017";"Standard Class";1;181.86;7.0;50.9208
"US-2017-132059";"23-09-2017";"29-09-2017";"Standard Class";2;228.572;4.0;-240.1842
"CA-2017-122280";"10-09-2017";"10-09-2017";"Same Day";1;18.76;2.0;9.0048
"CA-2017-105235";"05-12-2017";"11-12-2017";"Standard Class";3;334.52;10.0;93.0864
"CA-2017-152912";"09-11-2017";"12-11-2017";"Second Class";4;3013.78;17.0;991.3617999999999
"CA-2014-123498";"07-11-2014";"09-11-2014";"First Class";2;100.398;6.0;-17.325599999999998
"CA-2017-159352";"12-03-2017";"17-03-2017";"Standard Class";1;69.93;7.0;32.1678
"US-2017-146416";"20-10-2017";"22-10-2017";"Second Class";2;24.678;5.0;9.3864
"US-2015-163783";"27-12-2015";"01-01-2016";"Standard Class";1;12.672;3.0;-3.168
"CA-2017-123981";"02-10-2017";"08-10-2017";"Standard Class";1;65.99;1.0;17.1574
"CA-2017-158953";"04-06-2017";"08-06-2017";"Standard Class";1;6.37;7.0;-9.555
"CA-2014-165428";"01-09-2014";"04-09-2014";"First Class";2;34.752;9.0;4.8672
"CA-2016-169026";"08-08-2016";"13-08-2016";"Standard Class";1;23.34;3.0;0.2334
"CA-2015-149384";"10-07-2015";"10-07-2015";"Same Day";1;3.366;3.0;-2.244
"CA-2014-131527";"01-12-2014";"07-12-2014";"Standard Class";1;95.968;4.0;9.5968
"CA-2017-164000";"18-12-2017";"22-12-2017";"Standard Class";1;18.704;7.0;2.338
"CA-2014-164224";"18-05-2014";"20-05-2014";"Second Class";2;165.168;7.0;9.5076
"CA-2014-158372";"10-11-2014";"16-11-2014";"Standard Class";6;807.686;32.0;136.8365
"CA-2016-108882";"09-01-2016";"15-01-2016";"Standard Class";2;727.8779999999999;14.0;260.706
"US-2017-108245";"22-09-2017";"27-09-2017";"Standard Class";2;24.619999999999997;10.0;-13.504199999999999
"CA-2014-142314";"23-12-2014";"28-12-2014";"Standard Class";1;207.24;11.0;58.0272
"CA-2016-132409";"26-05-2016";"01-06-2016";"Standard Class";2;36.352;3.0;6.7032
"CA-2017-150189";"08-07-2017";"10-07-2017";"First Class";1;75.18;6.0;35.3346
"CA-2014-114433";"13-05-2014";"17-05-2014";"Standard Class";1;149.97;3.0;52.4895
"CA-2017-104640";"10-11-2017";"16-11-2017";"Standard Class";2;1362.056;5.0;439.2271
"US-2015-137008";"02-10-2015";"08-10-2015";"Standard Class";3;235.97;10.0;100.93199999999999
"CA-2014-108189";"02-10-2014";"05-10-2014";"First Class";6;588.736;16.0;130.3528
"CA-2014-154641";"11-08-2014";"16-08-2014";"Standard Class";1;375.34;1.0;18.767
"CA-2017-131625";"01-09-2017";"05-09-2017";"Second Class";1;114.9;5.0;39.066
"US-2017-156356";"16-04-2017";"22-04-2017";"Standard Class";3;61.486;6.0;-56.785799999999995
"CA-2016-138933";"24-04-2016";"27-04-2016";"First Class";1;3.984;1.0;1.3944
"CA-2016-140746";"15-01-2016";"15-01-2016";"Same Day";1;181.797;1.0;-15.5826
"CA-2016-146836";"02-05-2016";"02-05-2016";"Same Day";2;90.51599999999999;6.0;28.534799999999997
"US-2016-127971";"20-11-2016";"27-11-2016";"Standard Class";3;448.418;15.0;-34.0652
"US-2016-140809";"01-02-2016";"03-02-2016";"First Class";1;56.45;5.0;14.677
"CA-2017-114524";"31-03-2017";"05-04-2017";"Second Class";1;13.468;13.0;-22.8956
"CA-2017-113355";"01-12-2017";"05-12-2017";"Standard Class";2;536.858;8.0;6.6099
"US-2017-140907";"10-12-2017";"12-12-2017";"Second Class";3;392.21999999999997;11.0;49.1856
"CA-2016-159730";"17-09-2016";"21-09-2016";"Standard Class";2;219.472;4.0;17.884
"CA-2016-157868";"23-12-2016";"29-12-2016";"Standard Class";1;24.85;7.0;11.6795
"CA-2017-119389";"17-04-2017";"19-04-2017";"First Class";1;60.312;3.0;5.2773
"CA-2017-110373";"27-10-2017";"30-10-2017";"Second Class";2;34.24;5.0;4.2438
"CA-2016-155474";"08-07-2016";"14-07-2016";"Standard Class";2;127.28;4.0;15.4786
"CA-2015-155453";"09-08-2015";"14-08-2015";"Standard Class";1;4.608;2.0;1.6704
"US-2016-161844";"09-12-2016";"14-12-2016";"Second Class";1;79.974;3.0;-29.3238
"US-2016-162103";"13-11-2016";"17-11-2016";"Standard Class";1;3.136;2.0;-4.704
"CA-2014-151554";"14-11-2014";"15-11-2014";"First Class";1;20.736;4.0;7.2576
"CA-2014-140662";"17-11-2014";"19-11-2014";"First Class";3;1075.3700000000001;12.0;432.7264
"CA-2016-122518";"04-03-2016";"08-03-2016";"Second Class";1;10.08;4.0;3.528
"US-2014-126571";"11-10-2014";"15-10-2014";"Standard Class";2;483.336;5.0;78.5547
"CA-2014-143840";"22-05-2014";"29-05-2014";"Standard Class";2;180.93;3.0;46.580999999999996
"CA-2014-115980";"15-07-2014";"19-07-2014";"Standard Class";2;9.51;6.0;3.9882
"CA-2015-155145";"27-12-2015";"29-12-2015";"Second Class";1;7.92;8.0;3.4848
"CA-2015-146038";"09-02-2015";"16-02-2015";"Standard Class";1;203.92;5.0;22.941
"CA-2017-133865";"08-05-2017";"12-05-2017";"Standard Class";1;3359.952;6.0;1049.985
"CA-2017-116358";"02-11-2017";"06-11-2017";"Standard Class";2;46.019999999999996;9.0;18.287399999999998
"CA-2014-102988";"05-04-2014";"09-04-2014";"Second Class";5;4251.92;22.0;112.2737
"US-2014-117170";"17-09-2014";"24-09-2014";"Standard Class";2;52.608000000000004;3.0;14.8718
"CA-2014-159478";"30-09-2014";"06-10-2014";"Standard Class";1;15.24;3.0;5.1816
"CA-2014-103702";"12-09-2014";"17-09-2014";"Standard Class";1;63.924;7.0;-46.8776
"CA-2017-150525";"20-02-2017";"25-02-2017";"Standard Class";2;19.669999999999998;5.0;5.311
"CA-2015-157770";"13-12-2015";"15-12-2015";"First Class";4;808.666;14.0;101.8869
"CA-2016-167290";"30-10-2016";"04-11-2016";"Standard Class";1;11.68;2.0;3.504
"CA-2014-106264";"26-12-2014";"30-12-2014";"Standard Class";2;15.39;5.0;1.2327
"CA-2014-138023";"15-08-2014";"18-08-2014";"First Class";1;30.96;8.0;-52.632
"CA-2017-113418";"01-10-2017";"03-10-2017";"First Class";1;1704.89;11.0;767.2005
"US-2015-110569";"23-05-2015";"30-05-2015";"Standard Class";2;140.986;11.0;0.9055999999999997
"CA-2017-136308";"16-11-2017";"16-11-2017";"Same Day";1;1919.976;3.0;215.9973
"US-2014-159926";"18-11-2014";"22-11-2014";"Standard Class";5;730.009;14.0;-161.257
"CA-2014-104738";"30-12-2014";"01-01-2015";"Second Class";5;609.614;13.0;63.2508
"CA-2015-144386";"05-11-2015";"11-11-2015";"Standard Class";1;25.344;6.0;8.8704
"CA-2016-111416";"17-09-2016";"22-09-2016";"Standard Class";1;232.4;5.0;78.435
"CA-2016-162747";"20-03-2016";"25-03-2016";"Second Class";1;86.45;7.0;38.038
"US-2014-133130";"27-09-2014";"01-10-2014";"Standard Class";2;685.9;7.0;85.4642
"CA-2017-169978";"24-12-2017";"28-12-2017";"Standard Class";2;286.14;5.0;53.1655
"CA-2017-161739";"10-11-2017";"15-11-2017";"Second Class";1;341.96;5.0;-427.45
"CA-2015-165057";"11-09-2015";"15-09-2015";"Standard Class";2;189.99;12.0;53.198100000000004
"CA-2014-134551";"20-12-2014";"25-12-2014";"Standard Class";3;732.312;15.0;87.4533
"CA-2015-120810";"23-07-2015";"27-07-2015";"Standard Class";2;197.76;6.0;70.9218
"CA-2014-165309";"11-11-2014";"15-11-2014";"Standard Class";7;1639.496;27.0;-1340.5041
"CA-2017-122595";"14-12-2017";"20-12-2017";"Standard Class";3;282.688;7.0;46.9312
"US-2017-109253";"21-08-2017";"22-08-2017";"First Class";7;1520.1499999999999;32.0;203.8471
"CA-2016-145982";"27-08-2016";"01-09-2016";"Second Class";6;549.7750000000001;25.0;165.87689999999998
"CA-2015-112014";"13-08-2015";"20-08-2015";"Standard Class";1;50.8;5.0;13.208
"CA-2017-154732";"05-11-2017";"07-11-2017";"First Class";1;16.03;5.0;-25.648
"CA-2016-147536";"26-12-2016";"31-12-2016";"Standard Class";1;89.97;3.0;18.8937
"US-2014-134733";"23-09-2014";"28-09-2014";"Standard Class";2;519.9830000000001;5.0;52.0116
"US-2014-150434";"19-07-2014";"24-07-2014";"Standard Class";3;434.35;4.0;91.39160000000001
"CA-2017-100335";"07-09-2017";"13-09-2017";"Standard Class";1;73.008;9.0;26.4654
"CA-2016-139234";"06-05-2016";"10-05-2016";"Standard Class";2;29.384;4.0;-8.565199999999999
"US-2015-142020";"04-06-2015";"08-06-2015";"Second Class";2;65.72;7.0;26.302
"CA-2015-139962";"13-12-2015";"20-12-2015";"Standard Class";2;57.32000000000001;5.0;28.2712
"CA-2016-130050";"16-07-2016";"18-07-2016";"Second Class";1;9.552;3.0;-3.8208
"CA-2014-115161";"31-01-2014";"02-02-2014";"First Class";1;290.666;2.0;3.4196
"CA-2014-165379";"09-07-2014";"15-07-2014";"Standard Class";1;14.352;3.0;4.485
"CA-2015-115511";"21-11-2015";"25-11-2015";"Standard Class";2;208.008;6.0;64.2852
"CA-2016-134887";"25-03-2016";"25-03-2016";"Same Day";1;1287.45;5.0;244.6155
"CA-2017-123778";"23-09-2017";"30-09-2017";"Standard Class";2;186.78400000000002;8.0;57.32639999999999
"CA-2015-161718";"04-12-2015";"10-12-2015";"Standard Class";4;794.5740000000001;14.0;98.1968
"CA-2016-100671";"01-11-2016";"04-11-2016";"First Class";1;111.672;9.0;6.9795
"CA-2017-142867";"17-03-2017";"21-03-2017";"Standard Class";2;24.048000000000002;9.0;-18.831599999999998
"CA-2017-103156";"23-11-2017";"24-11-2017";"First Class";1;24.048;9.0;7.2144
"US-2017-162208";"27-08-2017";"30-08-2017";"First Class";1;2.896;1.0;0.9774
"CA-2015-130659";"04-12-2015";"09-12-2015";"Second Class";3;2201.864;15.0;578.5957999999999
"CA-2017-148404";"07-10-2017";"11-10-2017";"Standard Class";5;1027.21;18.0;18.174299999999988
"CA-2017-101077";"25-03-2017";"30-03-2017";"Second Class";1;6.848;2.0;2.14
"CA-2014-166471";"09-08-2014";"13-08-2014";"Standard Class";2;1310.3359999999998;6.0;24.364399999999996
"CA-2014-105340";"22-11-2014";"25-11-2014";"First Class";1;6.928;1.0;-11.0848
"US-2017-148362";"01-07-2017";"08-07-2017";"Standard Class";3;639.83;9.0;103.9546
"CA-2014-102274";"21-11-2014";"26-11-2014";"Standard Class";4;865.5;13.0;323.127
"CA-2015-129700";"04-05-2015";"05-05-2015";"First Class";1;22.288;7.0;-8.9152
"CA-2017-168739";"29-05-2017";"05-06-2017";"Standard Class";1;65.424;4.0;-52.3392
"CA-2015-152527";"17-10-2015";"17-10-2015";"Same Day";1;77.88;2.0;3.894
"US-2014-150119";"23-04-2014";"27-04-2014";"Standard Class";4;592.5680000000001;16.0;-21.541600000000003
"US-2017-150847";"30-04-2017";"06-05-2017";"Standard Class";1;10.368;2.0;3.6288
"CA-2016-100244";"20-09-2016";"24-09-2016";"Standard Class";5;475.69399999999996;19.0;175.6262
"CA-2016-116540";"02-09-2016";"02-09-2016";"Same Day";2;10.07;3.0;4.5338
"CA-2015-151841";"27-04-2015";"02-05-2015";"Standard Class";2;49.400000000000006;7.0;3.997
"CA-2015-150791";"06-09-2015";"13-09-2015";"Standard Class";1;271.764;2.0;60.392
"CA-2016-134803";"28-05-2016";"03-06-2016";"Standard Class";5;1157.68;23.0;219.8832
"CA-2015-153381";"24-09-2015";"28-09-2015";"Standard Class";1;1408.1;10.0;394.268
"US-2017-111024";"03-07-2017";"06-07-2017";"Second Class";2;246.108;8.0;-92.76520000000001
"CA-2017-148264";"08-12-2017";"09-12-2017";"First Class";3;218.81;14.0;52.9647
"CA-2017-131212";"05-12-2017";"09-12-2017";"Standard Class";2;39.792;9.0;13.804200000000002
"US-2015-100531";"27-09-2015";"29-09-2015";"First Class";2;39.368;5.0;-35.3712
"CA-2017-152583";"30-10-2017";"30-10-2017";"Same Day";3;321.39;10.0;-72.5666
"CA-2015-144099";"29-11-2015";"30-11-2015";"Same Day";1;4.304;1.0;1.5602
"CA-2014-158337";"11-03-2014";"14-03-2014";"Second Class";1;108.92;14.0;49.014
"CA-2017-168858";"19-11-2017";"23-11-2017";"Standard Class";2;2521.4799999999996;10.0;634.555
"CA-2016-116344";"29-07-2016";"02-08-2016";"Standard Class";1;84.784;2.0;-16.9568
"CA-2015-131779";"12-06-2015";"17-06-2015";"Standard Class";1;29.9;5.0;5.083
"CA-2016-158869";"06-08-2016";"07-08-2016";"First Class";1;70.88;2.0;33.3136
"CA-2017-102554";"11-06-2017";"15-06-2017";"Standard Class";1;3.76;2.0;1.0904
"CA-2016-162614";"07-10-2016";"13-10-2016";"Standard Class";1;27.264;2.0;8.8608
"CA-2014-168592";"08-09-2014";"14-09-2014";"Standard Class";3;75.64;8.0;30.5209
"CA-2014-157609";"16-03-2014";"21-03-2014";"Second Class";1;471.92;2.0;29.495
"CA-2015-153325";"01-03-2015";"02-03-2015";"Second Class";1;58.72;4.0;27.0112
"CA-2015-153626";"09-07-2015";"14-07-2015";"Standard Class";1;5.16;3.0;0.8385
"CA-2016-166485";"20-02-2016";"27-02-2016";"Standard Class";1;16.496;2.0;5.5674
"CA-2017-136448";"16-09-2017";"18-09-2017";"First Class";5;684.11;12.0;-378.93080000000003
"CA-2017-114258";"05-11-2017";"10-11-2017";"Second Class";1;492.768;4.0;55.4364
"CA-2015-152611";"20-02-2015";"23-02-2015";"Second Class";1;286.79;7.0;74.5654
"CA-2016-165470";"25-11-2016";"30-11-2016";"Standard Class";1;5.08;1.0;1.651
"CA-2017-128699";"03-12-2017";"05-12-2017";"Second Class";1;47.992;1.0;7.1988
"US-2015-147242";"10-09-2015";"14-09-2015";"Standard Class";3;702.74;13.0;224.8294
"CA-2016-146143";"14-12-2016";"19-12-2016";"Standard Class";1;133.38;6.0;58.6872
"CA-2015-100888";"06-04-2015";"10-04-2015";"Standard Class";1;47.952;3.0;16.1838
"US-2016-150035";"01-12-2016";"05-12-2016";"Standard Class";1;16.74;2.0;4.3524
"CA-2017-122644";"12-11-2017";"17-11-2017";"Standard Class";2;29.392000000000003;4.0;6.539
"CA-2017-111815";"03-03-2017";"10-03-2017";"Standard Class";2;280.96;3.0;90.0462
"CA-2016-144911";"27-11-2016";"30-11-2016";"First Class";2;186.95;10.0;85.298
"CA-2014-143385";"31-08-2014";"05-09-2014";"Standard Class";1;92.52;9.0;18.504
"CA-2016-131289";"08-12-2016";"14-12-2016";"Standard Class";3;1475.584;15.0;-171.2236
"CA-2014-124023";"07-04-2014";"10-04-2014";"First Class";1;8.96;2.0;2.7776
"CA-2014-124688";"27-08-2014";"29-08-2014";"First Class";3;1812.0100000000002;12.0;481.4421
"CA-2016-151169";"21-10-2016";"26-10-2016";"Standard Class";1;7.92;4.0;3.564
"US-2016-134761";"30-11-2016";"30-11-2016";"Same Day";1;36.192;1.0;2.7144
"CA-2017-120705";"05-09-2017";"11-09-2017";"Standard Class";1;147.184;2.0;-29.4368
"CA-2015-157322";"02-07-2015";"06-07-2015";"Standard Class";5;1305.81;18.0;-39.8683
