customer_id,trans_date,tran_amount
CS3156,06-Sep-14,66
CS1924,03-Jun-14,73
CS5789,05-Mar-15,52
CS1856,08-Oct-14,35
CS3126,04-Jun-14,66
CS2372,21-Mar-14,100
CS5655,29-Apr-14,60
CS2663,08-Jan-14,92
CS4901,16-Mar-14,59
CS1955,30-Aug-14,39
CS4218,08-Jan-14,97
CS1937,23-Jun-14,43
CS1207,05-Feb-15,63
CS1191,25-Jan-14,100
CS3228,22-Jun-14,61
CS2113,08-Jun-14,38
CS1255,06-Apr-14,72
CS5407,19-Sep-14,56
CS1987,01-Dec-14,104
CS5001,03-Apr-14,100
CS6026,11-Apr-14,67
CS2792,01-Mar-14,36
CS4197,30-Aug-14,95
CS1806,23-May-14,88
CS4669,26-Aug-14,77
CS4235,21-Feb-14,72
CS1286,02-Jul-14,75
CS3760,09-Jul-14,70
CS5453,25-Dec-14,53
CS4120,03-Aug-14,47
CS5768,25-Oct-14,41
CS1785,14-Nov-14,59
CS5252,16-Mar-14,53
CS2412,15-Jun-14,69
CS2758,01-Mar-15,55
CS1305,01-Dec-14,51
CS5539,08-Jan-15,56
CS4280,27-Mar-14,57
CS4395,09-Feb-15,101
CS4837,31-Jan-15,44
CS5812,01-Apr-14,89
CS5390,18-Sep-14,93
CS3540,27-Nov-14,40
CS5857,23-Nov-14,98
CS2174,18-May-14,51
CS5665,14-Aug-14,90
CS2240,09-Sep-14,69
CS2407,05-Jan-15,58
CS4874,05-Dec-14,97
CS4156,07-Feb-15,58
CS1485,22-Feb-15,76
CS5602,20-Feb-14,99
CS5061,12-Nov-14,62
CS1729,23-Mar-14,42
CS1761,03-Oct-14,58
CS2778,30-Aug-14,99
CS4357,08-Feb-14,40
CS3816,06-Jan-15,93
CS5486,22-Dec-14,46
CS3006,11-Feb-14,86
CS2599,21-Jan-14,66
CS3049,17-May-14,47
CS3664,15-Jun-14,46
CS4371,01-Sep-14,102
CS4458,18-Oct-14,98
CS2284,29-Jun-14,87
CS4334,25-Nov-14,44
CS4204,21-Mar-14,40
CS2015,30-Jan-14,52
CS1306,11-Oct-14,88
CS4715,30-Jun-14,76
CS3059,04-Nov-14,104
CS3787,07-Feb-15,44
CS2187,18-Dec-14,97
CS5497,16-Feb-14,39
CS5469,05-Jan-15,104
CS1938,15-Sep-14,69
CS3700,01-Sep-14,52
CS4048,12-Feb-15,79
CS4356,20-May-14,52
CS4391,29-Nov-14,67
CS3913,04-Jun-14,38
CS1325,09-Mar-14,55
CS4441,11-Jun-14,80
CS5807,19-Nov-14,83
CS3016,25-Apr-14,74
CS3807,04-Jan-15,105
CS5090,10-Mar-15,87
CS2210,02-Jun-14,66
CS4905,08-Apr-14,74
CS4864,11-Nov-14,67
CS4795,31-Oct-14,88
CS4862,11-Oct-14,66
CS2887,20-Nov-14,77
CS5141,27-Aug-14,83
CS4955,28-Jul-14,48
CS3667,02-Aug-14,74
CS5778,24-Feb-15,49
CS5619,04-Sep-14,93
CS5648,28-Sep-14,99
CS3181,07-Jul-14,87
CS4166,23-Oct-14,52
CS3806,07-Oct-14,43
CS3174,17-Mar-14,104
CS5107,17-Aug-14,80
CS5867,08-Apr-14,93
CS2182,05-Jun-14,87
CS5621,20-Jan-14,40
CS2181,21-Dec-14,97
CS3055,21-Jul-14,40
CS2293,30-Jan-15,58
CS4428,29-Aug-14,69
CS5941,12-Apr-14,60
CS1581,21-Nov-14,54
CS3360,13-Oct-14,51
CS2320,23-May-14,81
CS4129,20-Nov-14,47
CS3690,25-Feb-15,45
CS3182,19-Feb-15,81
CS2439,12-Jan-15,75
CS4598,21-Oct-14,52
CS4223,14-Mar-14,64
CS5394,19-Oct-14,61
CS2742,02-Dec-14,69
CS3132,11-Nov-14,94
CS1367,24-Dec-14,72
CS5245,05-Jul-14,88
CS2018,11-Feb-15,63
CS2171,31-Jan-14,97
CS4673,13-Feb-15,82
CS2933,20-Feb-14,43
CS2101,14-Sep-14,67
CS4762,27-Mar-14,36
CS4760,23-Jun-14,101
CS4413,06-Apr-14,101
CS3252,04-Apr-14,49
CS2588,13-Apr-14,42
CS5693,30-Nov-14,81
CS2535,26-May-14,71
CS1445,02-Oct-14,46
CS4742,26-Jul-14,58
CS1844,26-Feb-15,82
CS4560,19-Oct-14,49
CS4191,29-Mar-14,101
CS5438,21-Jan-14,100
CS4142,14-Aug-14,88
CS2881,30-May-14,61
CS5203,19-Jan-15,100
CS1765,04-Sep-14,47
CS3366,11-Oct-14,72
CS4284,27-Mar-14,74
CS4342,17-Aug-14,83
CS3552,26-Apr-14,66
CS4067,12-Dec-14,79
CS4235,11-Jul-14,62
CS4660,16-Jun-14,50
CS2418,16-Sep-14,96
CS3768,26-Jun-14,38
CS2655,16-Oct-14,43
CS1719,25-Sep-14,105
CS6044,16-Dec-14,79
CS4479,18-Aug-14,98
CS1113,29-Jul-14,40
CS1921,20-May-14,83
CS1552,14-Feb-15,46
CS4666,10-Feb-14,54
CS4555,02-Nov-14,80
CS1698,24-Feb-14,101
CS5931,26-Jan-15,94
CS2952,17-Oct-14,37
CS1955,24-Jan-15,95
CS1267,16-Feb-14,102
CS3728,23-Apr-14,55
CS2328,13-Oct-14,60
CS1333,29-Jan-15,69
CS2825,25-Jan-14,39
CS3870,25-Feb-15,74
CS6071,17-Dec-14,61
CS4424,13-Mar-14,59
CS2179,25-Dec-14,42
CS4838,04-Oct-14,67
CS1231,03-Oct-14,85
CS1364,20-Jan-14,65
CS2398,16-Oct-14,63
CS2949,07-Oct-14,89
CS5043,20-Jan-15,86
CS1746,30-Mar-14,85
CS1782,30-Dec-14,51
CS3853,27-Sep-14,70
CS3427,21-Nov-14,76
CS2731,10-Aug-14,38
CS1665,12-Oct-14,51
CS3010,30-Nov-14,45
CS5188,20-Nov-14,37
CS2932,16-Nov-14,60
CS3463,10-Apr-14,101
CS5011,23-Jan-14,63
CS1775,01-Oct-14,45
CS5342,04-Jul-14,81
CS5757,26-Jul-14,36
CS5761,05-Aug-14,59
CS1426,18-Jul-14,100
CS3461,16-Oct-14,52
CS4457,26-Nov-14,48
CS3083,02-Jan-15,42
CS2640,26-Jan-14,70
CS1493,25-May-14,62
CS1201,17-Sep-14,95
CS4375,22-Jul-14,44
CS1909,03-Mar-15,67
CS1213,17-Jul-14,63
CS4874,08-Apr-14,85
CS4605,08-Dec-14,69
CS4707,07-Feb-14,101
CS3945,09-Jan-14,101
CS4902,26-Sep-14,80
CS1603,20-Jun-14,45
CS3676,12-Aug-14,66
CS3262,10-Jun-14,51
CS2391,01-Aug-14,63
CS5507,22-Jun-14,42
CS5715,13-Jul-14,43
CS1510,13-Mar-15,56
CS5488,23-Oct-14,102
CS2359,24-Mar-14,88
CS4558,01-Nov-14,89
CS1526,25-Feb-14,57
CS3618,05-Mar-14,42
CS4783,03-Feb-15,99
CS4033,04-Jan-15,70
CS2119,22-Jun-14,93
CS1589,27-Dec-14,92
CS2416,13-Dec-14,83
CS4269,14-Sep-14,49
CS1507,22-Jan-14,99
CS2748,27-Jul-14,81
CS2149,11-May-14,71
CS3037,03-Jun-14,47
CS4309,01-Dec-14,103
CS1590,13-Oct-14,70
CS2354,15-Apr-14,55
CS2151,25-Jun-14,49
CS4571,20-Aug-14,63
CS4122,24-Jan-14,77
CS2663,20-Jun-14,101
CS1362,10-Mar-15,47
CS5506,09-Jan-14,48
CS1450,04-Mar-14,50
CS1995,15-Jun-14,36
CS2901,07-Sep-14,95
CS2438,09-Aug-14,54
CS1493,01-Dec-14,44
CS4429,01-Dec-14,45
CS3681,12-Mar-15,82
CS2742,17-May-14,45
CS5306,26-Sep-14,53
CS2440,07-Jun-14,39
CS2443,06-Mar-15,72
CS2520,06-Oct-14,37
CS2843,27-Jun-14,98
CS4613,20-Feb-15,96
CS5262,11-May-14,72
CS3187,18-Jan-14,72
CS1659,13-Jan-14,102
CS3044,15-Aug-14,42
CS5853,10-Oct-14,73
CS2060,21-Nov-14,57
CS4511,21-Jul-14,95
CS1113,27-May-14,97
CS3240,14-Oct-14,65
CS2953,16-Dec-14,39
CS6088,11-Feb-15,53
CS6036,10-Jan-15,88
CS5175,24-Aug-14,38
CS5164,19-Dec-14,58
CS2814,17-Jan-14,66
CS2231,07-Apr-14,54
CS1949,09-Oct-14,66
CS3155,18-May-14,50
CS3820,12-Mar-14,81
CS3212,25-Apr-14,87
CS4777,03-Jan-15,100
CS3129,24-May-14,57
CS4083,27-Apr-14,45
CS5652,20-Jul-14,69
CS4081,03-Apr-14,84
CS2585,10-Feb-15,39
CS1542,03-Feb-14,70
CS5082,25-Feb-15,95
CS3634,02-Nov-14,51
CS2134,07-Jan-15,70
CS4171,10-Feb-14,44
CS5221,03-Jul-14,39
CS3536,08-Oct-14,66
CS5475,24-Nov-14,55
CS4488,09-Mar-15,88
CS5429,25-Dec-14,104
CS4178,23-Apr-14,48
CS2393,29-Sep-14,76
CS4240,28-Jan-15,101
CS4974,11-Jun-14,50
CS5761,25-Dec-14,36
CS3176,13-Sep-14,54
CS5558,10-Sep-14,69
CS4093,27-Feb-14,82
CS6082,31-May-14,72
CS1508,02-Mar-15,40
CS1417,15-Jan-14,55
CS3164,01-Jan-14,35
CS5490,07-Jun-14,45
CS2216,28-Aug-14,47
CS5853,08-Sep-14,67
CS5883,22-Dec-14,45
CS1287,27-Mar-14,85
CS4506,19-Oct-14,69
CS5609,09-Dec-14,76
CS3319,02-May-14,88
CS4086,04-Mar-14,73
CS4367,03-Mar-15,92
CS3985,19-Jan-15,93
CS1233,06-Oct-14,68
CS5327,04-Nov-14,60
CS3240,28-Nov-14,45
CS1624,19-Mar-14,41
CS1330,03-Jan-14,93
CS3337,28-Feb-14,83
CS1941,02-Mar-15,58
CS4743,09-Apr-14,86
CS5959,02-Dec-14,91
CS2081,17-Mar-14,66
CS2902,14-May-14,72
CS5040,18-Nov-14,39
CS1686,11-Dec-14,43
CS2205,25-May-14,91
CS5439,22-Feb-14,50
CS4236,06-Jan-14,78
CS4384,28-Aug-14,88
CS4171,20-Jul-14,54
CS4084,12-Aug-14,45
CS1715,22-Apr-14,84
CS3015,04-Mar-15,45
CS4077,22-Jan-15,60
CS1464,23-Jul-14,77
CS1888,05-Feb-15,105
CS5748,21-Jul-14,58
CS5887,29-Oct-14,93
CS1613,19-Jan-14,76
CS3991,08-Mar-15,65
CS5995,23-Feb-15,86
CS3353,10-Feb-14,97
CS2363,03-Aug-14,58
CS1981,27-Feb-15,93
CS6063,13-Nov-14,52
CS2519,08-Mar-15,85
CS1487,27-Aug-14,63
CS2118,05-May-14,69
CS1591,11-Jan-14,43
CS5154,29-Jan-14,67
CS4188,19-Nov-14,78
CS2382,13-Nov-14,93
CS4381,18-May-14,102
CS5386,09-Jan-15,70
CS1932,20-Jan-14,51
CS4713,16-Feb-15,98
CS1353,16-Jul-14,40
CS2252,24-Mar-14,92
CS2873,17-Aug-14,95
CS3065,08-Jul-14,72
CS1609,20-Feb-14,63
CS5932,25-Feb-14,74
CS3727,18-Jan-14,85
CS4889,09-Mar-14,37
CS6014,20-Feb-15,94
CS1220,24-Feb-15,64
CS3166,01-Feb-15,86
CS4541,30-Dec-14,36
CS3909,12-Dec-14,85
CS5595,17-Nov-14,92
CS5397,16-Nov-14,104
CS1602,31-Jan-14,91
CS1735,22-Jun-14,85
CS5079,16-Jan-14,39
CS5128,18-Mar-14,87
CS4620,12-Jan-14,87
CS2894,11-May-14,51
CS2945,18-Oct-14,103
CS2891,28-Dec-14,40
CS2182,29-May-14,65
CS3453,31-Dec-14,71
CS4721,18-Apr-14,95
CS5502,31-Mar-14,45
CS5940,13-Feb-14,41
CS5746,01-Feb-15,87
CS5883,13-Mar-15,73
CS5570,19-Jan-14,77
CS3116,17-Nov-14,105
CS4689,11-Oct-14,36
CS5010,29-Mar-14,54
CS5301,28-Jan-15,75
CS1692,03-Jul-14,78
CS6082,04-Feb-14,72
CS3767,18-Sep-14,53
CS1425,15-Jan-14,56
CS5741,19-Aug-14,57
CS3634,03-Aug-14,49
CS5754,04-Jan-14,64
CS2578,19-Sep-14,50
CS1994,27-Jan-14,43
CS1621,25-Apr-14,62
CS4915,27-Jul-14,97
CS5428,16-Jan-14,67
CS5583,18-Mar-14,86
CS1621,03-Nov-14,64
CS2907,24-Mar-14,91
CS2039,25-Jun-14,43
CS5686,19-Feb-14,100
CS5823,18-Jan-14,78
CS2864,08-Dec-14,87
CS2124,20-Apr-14,48
CS4007,31-Jan-15,71
CS1225,01-Jan-15,37
CS1208,20-Aug-14,55
CS4952,06-Apr-14,69
CS2580,12-Sep-14,51
CS4588,23-Oct-14,59
CS5916,01-Aug-14,103
CS1850,28-Aug-14,87
CS2708,25-Dec-14,97
CS3901,16-Jan-15,42
CS5647,22-Apr-14,105
CS5188,08-Jan-15,50
CS3612,11-Jan-14,55
CS5819,21-Oct-14,49
CS1790,17-Aug-14,64
CS1968,09-Oct-14,104
CS6075,11-Sep-14,58
CS5779,02-Feb-15,55
CS1858,16-Nov-14,88
CS6095,21-Feb-15,64
CS1862,29-Dec-14,89
CS1751,08-Jan-15,76
CS3241,07-Aug-14,75
CS4762,11-Nov-14,96
CS2340,25-Feb-14,35
CS3521,28-May-14,87
CS2619,19-Aug-14,87
CS5095,11-Apr-14,43
CS4644,08-Apr-14,80
CS1128,18-Aug-14,54
CS2743,11-Nov-14,35
CS2365,04-Jul-14,79
CS4340,04-Nov-14,98
CS5028,23-Jun-14,90
CS4271,29-Dec-14,97
CS1869,11-Jan-15,39
CS4578,05-Jan-14,92
CS2569,25-Dec-14,62
CS1704,20-Sep-14,53
CS1964,11-Feb-15,92
CS5490,03-Feb-15,79
CS5562,04-Aug-14,67
CS6002,14-Feb-15,68
CS5908,19-Nov-14,72
CS3271,10-Dec-14,90
CS4336,16-Feb-14,40
CS1299,06-Feb-14,82
CS5089,07-Apr-14,79
CS6082,18-Oct-14,75
CS1151,18-Feb-15,49
CS2274,20-Mar-14,75
CS6021,23-Feb-14,65
CS5855,25-Feb-15,93
CS4788,05-Dec-14,65
CS6018,15-Jun-14,36
CS1249,13-Mar-14,93
CS3958,09-Dec-14,56
CS2890,28-Jul-14,69
CS2473,06-Sep-14,81
CS4188,19-May-14,78
CS2239,10-May-14,44
CS2128,15-Jan-15,36
CS5226,09-Oct-14,69
CS5624,02-Jan-14,79
CS3162,04-Jan-14,48
CS4417,29-Mar-14,101
CS3855,14-Oct-14,77
CS5783,19-Jul-14,86
CS3972,02-Nov-14,96
CS1774,28-Feb-15,81
CS4877,06-Nov-14,46
CS4879,19-Apr-14,78
CS2765,15-Nov-14,89
CS1812,11-Mar-15,42
CS4662,27-Nov-14,82
CS1158,05-Sep-14,93
CS2257,08-Mar-14,44
CS1787,12-Jul-14,93
CS4199,14-Oct-14,105
CS3825,20-Aug-14,73
CS6050,25-Mar-14,92
CS4166,26-Mar-14,60
CS4433,19-May-14,90
CS6089,11-Feb-15,66
CS4878,08-Oct-14,36
CS2157,21-Jul-14,46
CS4096,18-Apr-14,98
CS2206,28-Feb-15,93
CS3169,09-Sep-14,94
CS4955,11-Apr-14,91
CS2745,30-Jun-14,39
CS3439,06-Feb-14,47
CS2884,06-Feb-14,63
CS4895,24-Feb-14,71
CS3148,13-Apr-14,96
CS3432,29-Jun-14,76
CS2984,15-Apr-14,38
CS1549,05-Jun-14,105
CS2968,06-Mar-14,83
CS2628,06-Feb-15,98
CS2934,22-Jul-14,86
CS5472,09-Dec-14,62
CS3192,17-Jan-14,92
CS5456,24-Feb-15,72
CS5944,30-Aug-14,79
CS4816,25-Jan-14,72
CS4506,29-Sep-14,47
CS2473,23-Oct-14,105
CS6026,18-Jun-14,58
CS4144,25-Nov-14,75
CS4514,14-Aug-14,62
CS4881,25-Mar-14,71
CS3994,10-Feb-15,54
CS4941,03-Oct-14,94
CS3622,16-Apr-14,40
CS3364,21-Nov-14,66
CS1749,27-Feb-15,45
CS2657,18-Oct-14,92
CS6021,30-Oct-14,62
CS4859,24-Dec-14,99
CS2546,25-Aug-14,51
CS3540,15-Feb-14,99
CS3799,19-Feb-14,80
CS5648,19-Jan-14,50
CS4258,11-Aug-14,47
CS2171,25-Dec-14,37
CS4313,14-Nov-14,43
CS4721,06-Apr-14,87
CS6110,03-Mar-15,87
CS5905,26-Apr-14,80
CS2331,06-Jan-14,83
CS6013,28-Nov-14,47
CS3215,14-Jan-15,85
CS2036,19-Nov-14,94
CS1767,12-Feb-15,42
CS3305,18-Feb-15,85
CS5925,04-Jan-15,89
CS3576,25-Oct-14,57
CS5442,28-Mar-14,77
CS5948,18-Aug-14,65
CS1796,03-Mar-14,61
CS2692,20-May-14,74
CS4334,20-Apr-14,58
CS5080,05-Jun-14,49
CS3801,05-Aug-14,49
CS1785,21-Feb-14,57
CS5938,11-Apr-14,84
CS4709,02-Mar-14,84
CS1546,29-Aug-14,104
CS1196,04-Sep-14,36
CS5823,01-Aug-14,99
CS1605,16-Nov-14,39
CS5720,14-Oct-14,63
CS3536,10-Dec-14,75
CS2039,06-Feb-15,76
CS3675,25-Jun-14,68
CS2911,10-Feb-15,44
CS5551,05-Jul-14,67
CS4255,29-Apr-14,45
CS3144,12-May-14,71
CS2071,21-Feb-15,86
CS5236,07-Aug-14,85
CS5577,18-Dec-14,63
CS5904,29-Mar-14,52
CS3991,16-Jan-15,77
CS2418,01-Sep-14,36
CS1618,14-May-14,64
CS5052,20-Dec-14,73
CS2298,28-Aug-14,59
CS3299,04-Feb-14,45
CS3504,02-Apr-14,96
CS2917,25-Apr-14,102
CS1399,03-May-14,103
CS1505,27-Apr-14,84
CS2925,25-Dec-14,52
CS4508,20-Dec-14,105
CS4608,16-Mar-15,47
CS4227,29-Nov-14,71
CS4904,11-Nov-14,57
CS1401,30-Nov-14,41
CS5066,22-Apr-14,78
CS5390,24-Jun-14,35
CS3300,10-Jan-14,92
CS4587,04-Nov-14,78
CS1373,23-Jun-14,77
CS4976,20-Jul-14,95
CS4934,27-Mar-14,93
CS4754,01-Jun-14,58
CS5460,11-Mar-14,104
CS4514,15-Feb-15,62
CS5292,08-Sep-14,48
CS4062,17-Feb-14,59
CS6070,23-Oct-14,84
CS5520,27-Oct-14,42
CS5781,05-Nov-14,48
CS3396,22-Dec-14,57
CS5188,22-Aug-14,97
CS5137,26-Sep-14,49
CS2587,05-Apr-14,45
CS1796,31-Jan-15,82
CS3444,13-Jan-15,64
CS3416,03-Jan-15,41
CS5313,07-Jun-14,43
CS4482,06-Feb-14,102
CS4620,13-Feb-14,73
CS1492,19-Jun-14,89
CS5230,01-Sep-14,63
CS1692,30-Jul-14,93
CS2098,29-Jul-14,76
CS2977,09-Jan-14,70
CS5365,25-Apr-14,72
CS1720,16-Mar-15,103
CS1798,24-Apr-14,39
CS1224,21-Nov-14,77
CS1975,31-Jan-14,72
CS5326,03-Mar-14,53
CS2532,07-May-14,102
CS2578,11-Mar-14,93
CS4602,12-Nov-14,65
CS4004,14-Apr-14,78
CS2363,18-May-14,89
CS4076,10-Mar-15,94
CS3590,13-Jun-14,48
CS3248,22-Jul-14,54
CS4778,12-Oct-14,58
CS3483,01-Nov-14,65
CS2419,28-Nov-14,55
CS4336,13-Nov-14,54
CS5479,23-Jul-14,36
CS1966,30-Apr-14,105
CS4823,10-Jan-14,70
CS1415,13-Aug-14,38
CS1284,16-Jan-14,70
CS1923,09-Oct-14,41
CS1803,18-Mar-14,79
CS3125,04-Mar-14,79
CS1154,30-Dec-14,64
CS3450,15-Feb-14,96
CS4873,12-Jan-14,90
CS3127,04-Feb-15,88
CS4461,13-Sep-14,103
CS3623,20-Feb-14,96
CS2893,20-Jan-15,94
CS3162,27-Jan-15,45
CS3991,06-Jul-14,40
CS4296,25-Feb-15,99
CS3237,16-Apr-14,60
CS5031,27-May-14,62
CS1337,26-Jul-14,43
CS3348,09-Sep-14,53
CS4643,30-Sep-14,73
CS5770,14-Oct-14,99
CS4799,17-Apr-14,91
CS3596,01-Mar-14,73
CS3259,26-Apr-14,78
CS5578,08-Dec-14,67
CS3383,23-Jan-15,84
CS3051,18-Jan-14,73
CS1557,12-Feb-14,74
CS2561,04-Jul-14,99
CS3276,02-Jun-14,37
CS2500,11-Feb-14,51
CS3694,04-Mar-14,55
CS2669,27-Dec-14,99
CS3123,03-Mar-15,65
CS5623,16-Dec-14,101
CS2229,05-Mar-14,89
CS1463,28-Feb-14,41
CS3557,14-Feb-15,88
CS3314,22-Sep-14,58
CS2008,27-Aug-14,93
CS1250,06-Nov-14,93
CS3647,19-Feb-15,84
CS5356,09-Jan-15,60
CS2579,05-Mar-14,48
CS3842,15-Jan-14,68
CS2338,14-Aug-14,97
CS2794,15-Feb-15,92
CS5802,18-Aug-14,38
CS5384,20-Jul-14,51
CS3631,29-Nov-14,101
CS2202,31-Mar-14,61
CS4836,20-Aug-14,98
CS2687,03-Sep-14,37
CS3571,01-Jan-14,52
CS1356,19-Feb-14,69
CS1117,22-Jun-14,94
CS4959,14-Apr-14,97
CS5648,17-Oct-14,105
CS5677,11-Jan-14,101
CS2105,12-Jan-14,40
CS3178,22-May-14,81
CS5763,10-May-14,63
CS5298,08-Jun-14,89
CS3695,13-Jul-14,38
CS2891,01-Jul-14,98
CS3668,02-Nov-14,89
CS3634,12-Dec-14,83
CS4399,25-Apr-14,35
CS5719,22-Aug-14,84
CS5143,07-Feb-14,89
CS3271,10-Jun-14,80
CS1154,16-Mar-15,80
CS1361,27-Feb-15,43
CS2257,25-Jul-14,77
CS2097,03-Jul-14,60
CS1538,19-Mar-14,78
CS2942,08-Mar-14,96
CS2570,27-Jan-14,95
CS3989,30-Mar-14,63
CS1732,19-Feb-15,88
CS4135,16-Feb-15,105
CS1788,13-Oct-14,59
CS2184,18-Nov-14,44
CS1178,13-Feb-14,82
CS2338,09-Feb-14,47
CS2150,12-Mar-14,36
CS3319,17-Jul-14,62
CS5343,24-Mar-14,94
CS6103,07-Jul-14,59
CS4380,13-Jul-14,90
CS1583,31-Dec-14,90
CS4945,02-Jun-14,41
CS3373,04-Nov-14,47
CS5714,02-Jan-14,51
CS3184,11-Mar-14,79
CS2615,20-Mar-14,58
CS5399,09-Feb-14,51
CS5597,20-Nov-14,99
CS4384,11-Mar-14,78
CS3096,24-Jan-15,97
CS1503,01-Nov-14,47
CS5016,02-Nov-14,83
CS3566,14-Feb-14,100
CS1380,07-Jan-15,87
CS5366,06-Oct-14,41
CS2133,26-Jun-14,66
CS2507,17-Feb-14,88
CS5854,12-Mar-15,66
CS3606,30-Oct-14,89
CS2845,04-Oct-14,52
CS5318,15-Nov-14,70
CS1529,06-Jul-14,43
CS4464,31-Mar-14,67
CS1903,14-Jan-15,63
CS2639,29-Dec-14,81
CS2340,04-May-14,85
CS5556,22-Jun-14,61
CS4352,21-Feb-15,77
CS2193,25-May-14,47
CS3621,17-Jan-14,87
CS1403,23-Jan-14,68
CS5529,29-May-14,104
CS1514,12-Sep-14,98
CS2486,29-Dec-14,62
CS4058,03-Aug-14,73
CS1118,13-Oct-14,93
CS4048,23-Aug-14,87
CS5775,04-Jul-14,36
CS1946,15-Jun-14,78
CS4412,30-Jun-14,39
CS2338,05-Sep-14,45
CS2368,05-Oct-14,56
CS5473,10-Feb-14,38
CS4137,24-Sep-14,71
CS5269,14-Apr-14,96
CS3041,17-Mar-14,44
CS5408,18-Jul-14,85
CS1921,07-Feb-14,73
CS4579,13-Jan-15,55
CS1155,10-Nov-14,67
CS4045,15-Jan-15,60
CS2487,19-Jan-14,46
CS4104,28-Nov-14,105
CS5536,11-Feb-15,87
CS4758,31-Jan-14,42
CS5269,10-May-14,43
CS6086,03-Sep-14,81
CS3802,03-Sep-14,58
CS2808,26-Mar-14,35
CS2072,09-Mar-15,64
CS5260,17-Apr-14,86
CS1619,06-Nov-14,43
CS5097,18-Jan-15,62
CS1133,17-Feb-14,90
CS4486,14-Jul-14,94
CS4340,20-Apr-14,60
CS5617,05-Aug-14,60
CS4741,31-Jan-15,98
CS4181,29-Apr-14,42
CS6027,13-Jun-14,79
CS4961,17-Feb-14,39
CS5791,20-Jan-14,70
CS4413,18-Jan-15,70
CS5546,02-Sep-14,83
CS5593,10-Jun-14,49
CS2430,16-Jan-15,77
CS5241,30-Apr-14,80
CS5363,14-Feb-14,103
CS2349,30-Jun-14,80
CS2102,02-Jul-14,73
CS3143,15-Sep-14,44
CS5475,06-Jan-15,92
CS6051,03-Mar-14,95
CS3569,15-Aug-14,74
CS4561,04-Mar-14,102
CS2284,01-Dec-14,95
CS2048,29-Jun-14,55
CS3637,22-Feb-14,76
CS3297,12-Feb-14,62
CS3833,06-Jun-14,102
CS3949,07-May-14,45
CS5105,28-Aug-14,66
CS5331,06-Jan-14,99
CS5465,02-Jul-14,58
CS5877,05-Apr-14,39
CS3047,04-Jan-15,84
CS1710,24-Jun-14,42
CS3886,07-May-14,92
CS2553,11-Apr-14,76
CS1301,19-Apr-14,39
CS6092,03-Aug-14,94
CS3706,22-Oct-14,57
CS5232,27-Aug-14,97
CS3437,10-Jul-14,83
CS2412,29-May-14,77
CS3144,19-Jan-15,75
CS4181,03-Jan-15,72
CS1449,10-Jan-14,96
CS1147,17-Apr-14,63
CS1556,16-Jan-14,85
CS3046,16-Feb-14,76
CS1658,21-Jun-14,88
CS5367,24-Aug-14,78
CS1942,07-Apr-14,90
CS5175,16-Jun-14,70
CS2698,16-Feb-14,41
CS6093,14-May-14,95
CS3322,25-May-14,70
CS2063,13-Mar-14,61
CS3873,07-Feb-15,55
CS1859,11-Dec-14,79
CS4640,11-Apr-14,91
CS4978,03-Jan-14,67
CS3414,12-Sep-14,69
CS2783,22-Nov-14,79
CS2731,21-Aug-14,105
CS1702,04-Feb-14,57
CS2048,08-Aug-14,74
CS3113,18-Nov-14,92
CS2285,16-Jan-15,96
CS2228,06-Nov-14,38
CS2191,01-Jun-14,88
CS1975,05-Jan-14,46
CS5553,24-Apr-14,64
CS5448,16-Nov-14,60
CS3392,16-Aug-14,36
CS2762,15-Jun-14,78
CS3955,20-Jul-14,40
CS5294,02-Jun-14,57
CS3514,09-Aug-14,82
CS3639,02-Mar-15,78
CS4993,17-Apr-14,103
CS3217,16-Apr-14,91
CS5529,01-Dec-14,39
CS3812,01-Jun-14,55
CS3707,01-Sep-14,41
CS2663,06-Jan-15,35
CS2737,16-Feb-15,59
CS2439,17-Dec-14,50
CS2288,16-Jan-15,100
CS4123,19-Mar-14,43
CS4362,03-Jun-14,66
CS3821,28-Aug-14,53
CS3015,06-Aug-14,69
CS1597,09-Jan-15,84
CS4255,28-Oct-14,103
CS3948,17-Jun-14,83
CS1294,19-Feb-14,61
CS6090,13-Dec-14,90
CS2053,17-Aug-14,93
CS6036,21-Feb-15,104
CS4841,15-Mar-15,63
CS1841,31-Oct-14,45
CS5276,09-Jan-15,99
CS2533,04-Oct-14,49
CS1825,17-Jun-14,62
CS4301,20-Sep-14,87
CS4023,04-May-14,54
CS5498,06-Dec-14,66
CS5898,04-Sep-14,103
CS5063,23-Aug-14,54
CS1940,07-Jul-14,71
CS4915,22-Oct-14,71
CS1350,18-Mar-14,80
CS1360,02-Feb-15,75
CS4081,23-Jul-14,100
CS4141,14-Nov-14,52
CS1149,29-Jan-14,93
CS5871,31-Jul-14,92
CS5479,16-Sep-14,44
CS1305,15-Jan-14,81
CS5112,13-Nov-14,44
CS1853,11-Jan-15,41
CS2367,27-Jun-14,37
CS3260,17-Jan-15,105
CS3590,31-May-14,56
CS4621,27-Jun-14,84
CS5594,23-Jul-14,83
CS2366,18-Mar-14,59
CS3736,15-Jun-14,71
CS2489,11-Feb-14,39
CS2350,19-Mar-14,96
CS1396,25-Jan-14,102
CS4797,12-Apr-14,72
CS2894,12-Mar-14,76
CS2656,03-Mar-14,80
CS4611,23-Aug-14,44
CS1415,21-Jan-14,58
