Employer_Code,Employer_Category1,Employer_Category2
COM0004472,B,4
COM0026247,A,4
COM0019504,C,4
COM0013180,B,4
COM0048199,A,4
COM0007124,B,4
COM0025085,A,4
COM0046999,A,4
COM0006574,C,4
COM0001363,B,4
COM0006207,A,4
COM0015899,A,4
COM0014936,C,4
COM0015367,A,4
COM0007170,B,4
COM0057065,C,4
COM0037196,C,4
COM0025700,A,4
COM0011816,C,4
COM0011195,B,4
COM0012490,A,4
COM0056800,A,4
COM0056735,B,4
COM0002461,A,4
COM0032825,A,4
COM0013132,A,4
COM0052392,A,4
COM0050559,A,4
COM0040180,A,4
COM0046598,A,4
COM0043145,C,4
COM0036694,A,4
COM0022610,B,4
COM0008115,A,4
COM0029573,C,4
COM0015437,A,4
COM0015219,A,4
COM0004133,A,4
COM0046509,C,4
COM0021477,B,4
COM0002369,A,4
COM0007169,B,4
COM0043363,A,4
COM0056793,B,4
COM0051286,A,4
COM0007607,C,4
COM0026903,B,4
COM0009800,C,4
COM0043445,A,4
COM0018138,A,4
COM0035602,B,4
COM0001193,B,4
COM0021325,A,4
COM0017574,A,4
COM0000485,A,4
COM0038803,A,4
COM0023985,B,4
COM0035836,A,4
COM0003603,B,4
COM0006406,A,4
COM0006600,B,4
COM0016493,A,4
COM0040037,A,4
COM0009799,A,4
COM0015378,A,4
COM0000341,B,4
COM0042950,A,4
COM0006486,C,4
COM0007354,A,4
COM0022527,A,4
COM0035114,A,4
COM0023406,A,4
COM0047644,A,4
COM0037894,B,4
COM0047922,A,4
COM0023593,C,4
COM0003456,C,4
COM0006360,A,4
COM0006052,B,4
COM0017764,A,4
COM0024802,A,4
COM0052790,A,4
COM0045359,A,4
COM0011919,B,4
COM0019552,A,4
COM0040250,C,4
COM0051366,B,4
COM0046838,A,4
COM0047486,A,4
COM0043028,A,4
COM0002668,A,4
COM0044134,A,4
COM0026636,A,4
COM0010730,A,4
COM0004186,C,4
COM0034764,B,4
COM0008342,C,4
COM0036892,A,4
COM0033470,A,4
COM0016317,C,4
COM0023538,B,4
COM0000702,B,4
COM0018006,A,4
COM0024984,A,4
COM0019449,B,4
COM0035428,A,4
COM0009606,A,4
COM0046998,A,4
COM0025410,B,4
COM0028538,A,4
COM0035764,A,4
COM0014872,C,4
COM0045590,C,4
COM0031649,B,4
COM0002905,C,4
COM0049501,A,4
COM0000962,C,4
COM0005511,A,4
COM0000929,C,4
COM0024849,C,4
COM0010740,A,4
COM0011367,B,4
COM0012476,B,4
COM0052244,A,4
COM0029273,B,4
COM0005777,A,4
COM0045713,B,4
COM0004495,A,4
COM0025719,A,4
COM0041522,A,4
COM0047021,C,4
COM0002205,A,4
COM0027331,A,4
COM0054194,A,4
COM0054895,A,4
COM0043287,A,4
COM0026181,A,4
COM0018285,C,4
COM0044162,A,4
COM0011764,B,4
COM0003569,A,4
COM0015194,A,4
COM0006971,B,4
COM0026290,A,4
COM0054642,A,4
COM0003595,C,4
COM0055383,A,4
COM0016766,C,4
COM0044725,B,4
COM0013522,A,4
COM0011878,C,4
COM0036730,B,4
COM0039722,A,4
COM0009752,A,4
COM0012974,A,4
COM0052986,C,4
COM0000241,A,4
COM0054528,B,4
COM0008437,A,4
COM0002722,C,4
COM0001466,C,4
COM0011725,A,4
COM0042093,A,4
COM0031961,B,4
COM0008887,C,4
COM0042350,A,4
COM0006237,C,4
COM0001180,C,4
COM0017820,A,4
COM0000978,A,4
COM0012352,A,4
COM0028205,A,4
COM0003193,C,4
COM0014284,A,4
COM0005210,A,4
COM0004914,C,4
COM0009168,A,4
COM0033944,A,4
COM0021613,A,4
COM0051627,A,4
COM0015410,C,4
COM0043744,A,4
COM0043967,A,4
COM0008178,B,4
COM0002193,B,4
COM0006576,B,4
COM0049191,A,4
COM0006602,A,4
COM0006878,A,4
COM0000652,B,4
COM0025846,A,4
COM0056218,A,4
COM0007100,A,4
COM0051625,C,4
COM0008881,B,4
COM0013371,A,4
COM0045010,A,4
COM0007132,B,4
COM0008608,A,4
COM0015862,B,4
COM0026891,A,4
COM0007671,C,4
COM0052494,C,4
COM0002501,C,4
COM0012099,A,4
COM0038630,A,4
COM0046771,B,4
COM0002036,B,4
COM0005162,B,4
COM0051358,B,4
COM0000943,C,4
COM0008962,C,4
COM0016654,A,4
COM0002451,A,4
COM0012337,A,4
COM0018148,A,4
COM0028582,B,4
COM0039910,A,4
COM0049154,B,4
COM0022454,B,4
COM0034393,A,4
COM0010077,A,4
COM0000790,A,4
COM0043615,A,4
COM0007077,C,4
COM0022061,A,4
COM0041624,A,4
COM0009703,B,4
COM0047286,A,4
COM0000325,C,4
COM0029742,A,4
COM0055500,A,4
COM0052474,A,4
COM0056682,A,4
COM0010853,A,4
COM0011592,B,4
COM0023491,A,4
COM0042072,A,4
COM0045541,B,4
COM0025336,A,4
COM0036493,A,4
COM0047118,A,4
COM0004465,C,4
COM0037927,B,4
COM0017752,A,4
COM0024136,A,4
COM0005479,A,4
COM0043127,A,4
COM0019724,A,4
COM0002852,C,4
COM0034691,A,4
COM0009056,B,4
COM0036720,A,4
COM0048540,A,4
COM0010325,B,4
COM0052163,C,4
COM0008217,A,4
COM0003215,A,4
COM0041061,A,4
COM0021747,A,4
COM0000723,B,4
COM0028391,C,4
COM0009651,A,4
COM0022883,A,4
COM0007980,B,4
COM0034617,A,4
COM0032275,A,4
COM0012754,B,4
COM0008950,A,4
COM0000531,A,4
COM0020333,A,4
COM0005107,A,4
COM0018781,A,4
COM0001831,C,4
COM0040747,C,4
COM0007731,A,4
COM0004174,A,4
COM0036780,A,4
COM0004820,B,4
COM0025132,A,4
COM0027120,A,4
COM0006907,A,4
COM0042644,A,4
COM0006319,B,4
COM0031024,A,4
COM0020448,B,4
COM0011379,A,4
COM0013893,A,4
COM0013941,A,4
COM0020044,A,4
COM0023933,C,4
COM0046676,A,4
COM0005696,A,4
COM0039908,A,4
COM0011322,B,4
COM0030027,A,4
COM0000773,A,4
COM0037026,B,4
COM0008702,A,4
COM0013283,B,4
COM0054924,A,4
COM0007134,A,4
COM0030479,A,4
COM0024619,A,4
COM0025680,B,4
COM0022405,A,4
COM0036470,A,4
COM0032269,A,4
COM0049618,B,4
COM0030605,B,4
COM0054754,A,4
COM0020772,A,4
COM0002603,A,4
COM0015498,A,4
COM0023568,B,4
COM0032078,A,4
COM0005839,A,4
COM0021269,B,4
COM0013287,B,4
COM0006974,A,4
COM0002901,A,4
COM0004391,A,4
COM0012657,A,4
COM0007036,B,4
COM0037997,B,4
COM0042845,A,4
COM0047396,B,4
COM0015254,A,4
COM0014269,A,4
COM0045491,A,4
COM0051730,A,4
COM0056634,A,4
COM0021513,A,4
COM0011106,A,4
COM0044526,A,4
COM0025757,A,4
COM0001173,C,4
COM0018704,A,4
COM0001621,C,4
COM0009852,C,4
COM0012862,C,4
COM0010137,A,4
COM0047380,A,4
COM0015536,A,4
COM0057070,C,4
COM0047628,A,4
COM0045775,A,4
COM0006732,B,4
COM0030674,A,4
COM0048426,B,4
COM0014458,A,4
COM0025280,A,4
COM0056613,A,4
COM0018643,C,4
COM0025063,B,4
COM0055237,A,4
COM0051731,A,4
COM0028043,C,4
COM0044434,A,4
COM0008839,A,4
COM0053173,C,4
COM0010369,C,4
COM0000936,B,4
COM0026013,A,4
COM0007982,B,4
COM0048693,A,4
COM0024160,C,4
COM0027830,A,4
COM0003099,A,4
COM0000561,C,4
COM0053275,A,4
COM0047862,A,4
COM0028364,A,4
COM0033768,A,4
COM0025035,A,4
COM0043650,B,4
COM0028355,A,4
COM0004017,A,4
COM0056186,A,4
COM0006195,B,4
COM0034411,A,4
COM0005613,A,4
COM0003811,C,4
COM0050371,A,4
COM0011685,C,4
COM0054098,B,4
COM0007911,A,4
COM0014151,C,4
COM0005171,C,4
COM0040934,B,4
COM0006877,B,4
COM0018402,A,4
COM0044744,B,4
COM0000477,A,4
COM0012268,A,4
COM0001366,A,4
COM0035018,C,4
COM0021438,A,4
COM0008911,B,4
COM0011389,A,4
COM0000982,B,4
COM0029775,C,4
COM0032170,A,4
COM0000788,B,4
COM0013490,A,4
COM0026477,B,4
COM0031561,A,4
COM0008979,A,4
COM0031955,A,4
COM0016562,A,4
COM0028113,B,4
COM0050385,B,4
COM0053273,A,4
COM0004756,A,4
COM0029594,B,4
COM0002631,A,4
COM0054274,A,4
COM0007126,C,4
COM0028229,B,4
COM0006027,A,4
COM0042960,A,4
COM0043547,A,4
COM0019575,A,4
COM0026395,A,4
COM0012516,A,4
COM0054615,B,4
COM0043167,A,4
COM0007496,A,4
COM0047403,B,4
COM0034571,B,4
COM0052548,C,4
COM0017360,A,4
COM0012563,B,4
COM0022415,A,4
COM0011698,A,4
COM0041367,B,4
COM0023627,A,4
COM0041837,A,4
COM0023393,C,4
COM0047211,A,4
COM0004725,B,4
COM0000136,A,4
COM0034720,A,4
COM0017938,A,4
COM0017797,B,4
COM0035269,A,4
COM0006074,B,4
COM0011690,B,4
COM0043911,C,4
COM0016384,A,4
COM0001199,C,4
COM0013137,A,4
COM0023544,A,4
COM0035271,A,4
COM0000931,B,4
COM0032016,A,4
COM0030363,A,4
COM0003557,B,4
COM0001611,C,4
COM0015373,A,4
COM0023810,A,4
COM0024358,B,4
COM0003387,A,4
COM0023500,A,4
COM0008648,A,4
COM0039111,A,4
COM0040370,B,4
COM0016166,B,4
COM0005276,B,4
COM0031693,A,4
COM0014665,A,4
COM0006134,B,4
COM0026959,A,4
COM0006484,A,4
COM0007677,B,4
COM0018448,A,4
COM0005318,B,4
COM0042697,C,4
COM0007852,A,4
COM0034184,A,4
COM0002232,B,4
COM0040014,A,4
COM0007063,C,4
COM0013199,A,4
COM0003657,C,4
COM0034467,B,4
COM0001176,A,4
COM0014701,A,4
COM0022993,A,4
COM0027329,C,4
COM0024245,A,4
COM0020694,A,4
COM0010253,A,4
COM0014821,A,4
COM0016872,A,4
COM0031040,A,4
COM0005462,A,4
COM0048430,A,4
COM0049496,A,4
COM0029975,A,4
COM0005855,B,4
COM0023657,A,4
COM0000919,A,4
COM0026113,A,4
COM0008361,B,4
COM0048757,A,4
COM0029979,A,4
COM0026050,A,4
COM0034190,B,4
COM0003516,B,4
COM0022901,A,4
COM0027341,C,4
COM0002020,B,4
COM0006625,A,4
COM0054984,A,4
COM0036760,A,4
COM0002797,C,4
COM0029227,A,4
COM0045454,A,4
COM0056023,B,4
COM0028451,A,4
COM0034898,A,4
COM0000479,C,4
COM0054591,C,4
COM0041714,A,4
COM0043224,A,4
COM0010142,A,4
COM0010537,A,4
COM0029685,A,4
COM0003210,B,4
COM0006786,A,4
COM0000797,A,4
COM0003857,C,4
COM0011075,B,4
COM0001484,A,4
COM0054420,B,4
COM0049018,A,4
COM0006511,A,4
COM0050215,A,4
COM0038441,A,4
COM0026367,A,4
COM0000679,A,4
COM0036453,A,4
COM0050187,B,4
COM0010774,B,4
COM0000471,A,4
COM0037993,A,4
COM0011563,B,4
COM0017642,A,4
COM0001044,B,4
COM0017660,B,4
COM0026422,C,4
COM0053535,A,4
COM0006231,B,4
COM0001769,C,4
COM0053508,A,4
COM0003822,B,4
COM0051277,B,4
COM0051814,A,4
COM0041478,A,4
COM0026726,B,4
COM0039214,A,4
COM0007770,A,4
COM0052071,A,4
COM0002137,A,4
COM0051672,A,4
COM0026610,A,4
COM0004912,A,4
COM0034295,A,4
COM0004739,A,4
COM0001249,C,4
COM0042974,A,4
COM0053757,A,4
COM0049775,A,4
COM0050719,A,4
COM0019197,B,4
COM0001528,B,4
COM0024233,A,4
COM0023280,B,4
COM0011774,A,4
COM0024839,A,4
COM0028908,A,4
COM0043118,A,4
COM0037780,A,4
COM0043064,A,4
COM0020289,A,4
COM0023282,A,4
COM0009039,B,4
COM0028656,B,4
COM0007127,B,4
COM0030722,B,4
COM0027040,A,4
COM0001248,B,4
COM0019946,A,4
COM0002370,C,4
COM0035741,A,4
COM0021533,A,4
COM0001020,B,4
COM0009448,A,4
COM0046678,A,4
COM0018770,B,4
COM0054496,A,4
COM0012102,C,4
COM0009561,C,4
COM0030255,C,4
COM0001696,C,4
COM0048173,A,4
COM0035684,A,4
COM0000821,C,4
COM0001496,B,4
COM0011478,A,4
COM0039469,A,4
COM0050049,A,4
COM0003382,B,4
COM0004867,A,4
COM0010555,C,4
COM0027064,A,4
COM0001978,B,4
COM0024504,B,4
COM0001450,A,4
COM0011753,A,4
COM0017213,A,4
COM0001243,A,4
COM0044444,A,4
COM0005011,A,4
COM0032440,B,4
COM0007372,B,4
COM0030044,A,4
COM0040392,A,4
COM0035199,A,4
COM0020885,B,4
COM0002311,A,4
COM0012488,A,4
COM0024878,B,4
COM0055794,C,4
COM0026397,A,4
COM0012900,A,4
COM0000754,B,4
COM0050948,B,4
COM0040038,A,4
COM0027128,A,4
COM0046214,C,4
COM0054509,A,4
COM0044885,A,4
COM0050597,A,4
COM0025126,A,4
COM0001917,B,4
COM0049735,A,4
COM0002754,B,4
COM0001408,A,4
COM0030283,A,4
COM0034583,A,4
COM0035625,A,4
COM0011539,A,4
COM0028094,A,4
COM0043849,A,4
COM0038450,A,4
COM0026640,A,4
COM0002265,A,4
COM0021226,C,4
COM0002175,B,4
COM0009573,A,4
COM0040102,A,4
COM0004238,A,4
COM0016377,C,4
COM0023119,A,4
COM0051101,C,4
COM0025110,C,4
COM0002679,C,4
COM0015789,A,4
COM0041880,A,4
COM0002055,B,4
COM0051002,A,4
COM0035583,A,4
COM0018216,A,4
COM0046939,B,4
COM0020816,A,4
COM0037796,C,4
COM0009841,A,4
COM0028361,A,4
COM0016152,B,4
COM0023162,C,4
COM0015379,B,4
COM0003352,A,4
COM0046685,C,4
COM0013831,B,4
COM0037329,A,4
COM0019763,C,4
COM0048981,A,4
COM0019145,A,4
COM0006743,B,4
COM0012174,A,4
COM0002672,C,4
COM0002350,A,4
COM0044249,A,4
COM0048697,A,4
COM0011180,A,4
COM0009944,B,4
COM0017935,A,4
COM0029647,A,4
COM0013987,C,4
COM0019814,A,4
COM0024090,B,4
COM0006357,A,4
COM0023405,A,4
COM0048480,A,4
COM0050547,A,4
COM0052882,A,4
COM0003130,A,4
COM0034357,A,4
COM0048307,A,4
COM0056441,B,4
COM0033520,C,4
COM0047454,A,4
COM0006368,A,4
COM0009773,A,4
COM0017199,A,4
COM0006194,C,4
COM0007023,A,4
COM0004842,C,4
COM0049546,B,4
COM0005954,A,4
COM0031376,A,4
COM0009609,B,4
COM0014102,A,4
COM0013812,A,4
COM0011242,A,4
COM0030730,B,4
COM0036280,A,4
COM0003531,B,4
COM0045834,A,4
COM0049626,A,4
COM0008236,A,4
COM0003639,A,4
COM0003549,A,4
COM0039737,A,4
COM0004286,B,4
COM0005728,B,4
COM0029219,B,4
COM0003236,A,4
COM0012889,B,4
COM0005104,A,4
COM0016037,A,4
COM0050915,A,4
COM0028552,A,4
COM0013761,A,4
COM0007195,B,4
COM0055986,A,4
COM0012653,A,4
COM0021982,C,4
COM0014015,A,4
COM0025748,A,4
COM0017894,A,4
COM0016905,A,4
COM0004461,A,4
COM0044682,A,4
COM0041588,A,4
COM0041578,A,4
COM0049298,A,4
COM0045945,A,4
COM0049763,A,4
COM0004574,B,4
COM0055399,B,4
COM0026446,C,4
COM0006376,A,4
COM0002035,A,4
COM0007762,A,4
COM0004849,A,4
COM0011052,B,4
COM0032872,A,4
COM0023574,A,4
COM0012432,A,4
COM0041189,B,4
COM0015601,A,4
COM0005623,A,4
COM0002769,A,4
COM0040235,A,4
COM0007751,A,4
COM0025307,A,4
COM0032776,C,4
COM0018500,B,4
COM0029587,A,4
COM0051923,A,4
COM0001162,B,4
COM0033077,B,4
COM0004318,A,4
COM0031436,A,4
COM0055149,A,4
COM0027655,B,4
COM0018480,A,4
COM0000704,B,4
COM0020853,C,4
COM0002054,B,4
COM0033394,B,4
COM0034275,A,4
COM0032433,B,4
COM0022434,A,4
COM0000389,B,4
COM0052932,A,4
COM0020022,B,4
COM0014841,C,4
COM0055819,C,4
COM0002710,B,4
COM0015746,A,4
COM0044278,A,4
COM0052767,A,4
COM0021857,A,4
COM0045135,B,4
COM0011724,B,4
COM0044602,A,4
COM0033636,B,4
COM0016470,A,4
COM0000223,A,4
COM0011767,A,4
COM0043476,A,4
COM0006370,A,4
COM0031791,C,4
COM0048568,C,4
COM0012796,C,4
COM0048442,C,4
COM0016419,C,4
COM0013521,A,4
COM0018595,A,4
COM0029209,A,4
COM0005166,B,4
COM0026112,A,4
COM0018441,B,4
COM0044019,C,4
COM0000454,C,4
COM0046532,C,4
COM0004459,A,4
COM0042885,B,4
COM0001903,B,4
COM0038336,C,4
COM0017309,C,4
COM0013417,A,4
COM0026529,A,4
COM0000656,B,4
COM0000903,A,4
COM0054205,A,4
COM0054562,A,4
COM0038284,B,4
COM0051848,B,4
COM0017428,A,4
COM0053690,A,4
COM0047838,A,4
COM0002355,A,4
COM0011533,B,4
COM0008268,A,4
COM0013355,A,4
COM0031590,A,4
COM0038514,C,4
COM0011701,B,4
COM0012542,A,4
COM0025315,B,4
COM0004831,B,4
COM0026361,A,4
COM0014773,B,4
COM0025567,A,4
COM0002818,A,4
COM0036207,A,4
COM0004815,A,4
COM0051916,A,4
COM0027241,A,4
COM0006718,A,4
COM0005564,B,4
COM0002597,B,4
COM0022926,B,4
COM0026476,A,4
COM0001163,B,4
COM0050862,A,4
COM0035309,A,4
COM0022362,A,4
COM0001860,A,4
COM0003190,A,4
COM0050367,A,4
COM0026759,B,4
COM0024172,A,4
COM0019326,A,4
COM0049781,A,4
COM0031680,B,4
COM0000472,B,4
COM0040584,A,4
COM0008711,B,4
COM0006531,B,4
COM0020142,A,4
COM0018304,A,4
COM0005901,B,4
COM0009135,B,4
COM0028951,A,4
COM0026735,A,4
COM0019045,B,4
COM0030134,A,4
COM0034561,A,4
COM0047376,C,4
COM0053965,A,4
COM0002428,C,4
COM0049967,A,4
COM0005509,A,4
COM0004570,B,4
COM0007405,C,4
COM0002504,C,4
COM0020216,A,4
COM0052752,A,4
COM0010511,A,4
COM0029384,A,4
COM0046797,A,4
COM0020747,A,4
COM0021144,A,4
COM0008971,A,4
COM0041848,A,4
COM0056781,A,4
COM0012287,A,4
COM0039058,B,4
COM0015126,A,4
COM0051091,A,4
COM0006533,A,4
COM0012810,A,4
COM0014218,A,4
COM0052861,C,4
COM0006335,A,4
COM0006713,A,4
COM0008283,B,4
COM0036384,A,4
COM0016422,A,4
COM0021414,C,4
COM0049084,A,4
COM0002149,B,4
COM0037488,A,4
COM0013667,A,4
COM0013043,A,4
COM0007827,C,4
COM0041957,A,4
COM0030033,A,4
COM0055325,A,4
COM0006547,B,4
COM0042890,A,4
COM0004892,C,4
COM0004214,B,4
COM0050887,A,4
COM0009146,A,4
COM0008527,B,4
COM0041804,A,4
COM0007951,B,4
COM0010286,C,4
COM0028832,A,4
COM0000307,B,4
COM0025044,A,4
COM0038060,B,4
COM0010949,A,4
COM0030505,C,4
COM0052577,B,4
COM0002673,A,4
COM0002049,B,4
COM0026646,A,4
COM0038720,A,4
COM0042800,A,4
COM0039387,C,4
COM0040142,A,4
COM0007011,B,4
COM0019655,B,4
COM0055792,C,4
COM0020243,A,4
COM0002582,A,4
COM0000520,B,4
COM0014285,B,4
COM0031905,A,4
COM0022464,A,4
COM0014920,A,4
COM0018725,A,4
COM0001339,B,4
COM0038076,A,4
COM0027748,A,4
COM0020001,C,4
COM0018073,A,4
COM0003467,B,4
COM0026798,A,4
COM0001706,B,4
COM0014896,C,4
COM0031721,A,4
COM0044908,A,4
COM0003313,C,4
COM0011306,B,4
COM0005692,A,4
COM0036260,A,4
COM0040789,A,4
COM0018679,A,4
COM0022343,A,4
COM0001698,A,4
COM0021575,B,4
COM0028428,C,4
COM0031623,C,4
COM0033215,A,4
COM0052381,A,4
COM0044972,A,4
COM0007531,B,4
COM0031150,B,4
COM0007609,B,4
COM0015165,A,4
COM0004199,A,4
COM0018083,A,4
COM0036465,A,4
COM0012521,A,4
COM0049480,A,4
COM0055338,C,4
COM0012690,A,4
COM0002777,C,4
COM0001550,B,4
COM0030358,A,4
COM0001311,B,4
COM0020821,B,4
COM0006609,B,4
COM0043876,B,4
COM0017656,B,4
COM0042612,A,4
COM0021995,A,4
COM0043592,A,4
COM0032943,A,4
COM0019354,A,4
COM0043494,A,4
COM0031315,A,4
COM0007979,B,4
COM0002909,C,4
COM0056152,B,4
COM0030144,A,4
COM0052004,A,4
COM0012283,B,4
COM0005057,B,4
COM0049162,B,4
COM0011537,A,4
COM0048383,C,4
COM0006703,B,4
COM0025802,A,4
COM0056009,A,4
COM0009424,A,4
COM0005993,A,4
COM0022517,A,4
COM0018618,A,4
COM0053153,B,4
COM0047302,A,4
COM0013843,A,4
COM0021824,A,4
COM0053105,B,4
COM0020937,C,4
COM0013795,A,4
COM0002145,A,4
COM0024605,C,4
COM0002427,A,4
COM0036920,A,4
COM0022743,B,4
COM0049443,A,4
COM0000599,B,4
COM0036725,A,4
COM0006738,C,4
COM0006722,A,4
COM0033460,A,4
COM0000177,B,4
COM0013491,A,4
COM0002393,B,4
COM0003814,A,4
COM0037285,C,4
COM0031564,C,4
COM0032566,A,4
COM0000611,C,4
COM0000328,C,4
COM0014525,A,4
COM0001457,C,4
COM0035366,A,4
COM0045216,A,4
COM0002365,C,4
COM0008165,A,4
COM0045798,C,4
COM0021312,A,4
COM0055369,C,4
COM0053208,B,4
COM0004908,B,4
COM0035554,B,4
COM0050253,A,4
COM0000985,B,4
COM0002977,A,4
COM0000631,C,4
COM0012909,B,4
COM0010541,A,4
COM0044186,A,4
COM0009033,A,4
COM0006110,B,4
COM0053590,A,4
COM0033537,B,4
COM0047237,C,4
COM0000458,B,4
COM0056479,A,4
COM0004768,A,4
COM0006327,B,4
COM0016857,A,4
COM0006116,C,4
COM0004428,C,4
COM0007302,B,4
COM0003592,A,4
COM0025183,A,4
COM0015237,C,4
COM0005982,B,4
COM0000629,A,4
COM0042110,A,4
COM0017303,A,4
COM0056078,A,4
COM0007617,C,4
COM0032454,A,4
COM0007872,A,4
COM0028008,C,4
COM0022026,A,4
COM0040853,C,4
COM0025413,C,4
COM0044966,B,4
COM0037473,A,4
COM0013563,A,4
COM0008624,A,4
COM0030203,B,4
COM0033246,B,4
COM0006185,A,4
COM0013316,B,4
COM0049583,B,4
COM0050472,B,4
COM0047222,A,4
COM0047608,A,4
COM0037665,A,4
COM0044088,A,4
COM0001557,B,4
COM0047885,A,4
COM0025623,A,4
COM0021101,B,4
COM0035291,A,4
COM0044393,A,4
COM0001459,C,4
COM0012108,A,4
COM0003020,A,4
COM0027430,C,4
COM0017958,C,4
COM0025627,A,4
COM0037269,A,4
COM0007836,C,4
COM0046876,A,4
COM0032005,A,4
COM0023942,A,4
COM0010233,A,4
COM0007445,A,4
COM0004289,B,4
COM0012860,C,4
COM0000503,A,4
COM0020635,A,4
COM0041776,A,4
COM0005308,A,4
COM0003851,C,4
COM0012654,C,4
COM0041376,C,4
COM0004246,C,4
COM0020856,A,4
COM0008897,A,4
COM0006994,C,4
COM0008774,A,4
COM0035978,A,4
COM0055135,A,4
COM0013108,A,4
COM0024181,B,4
COM0050637,A,4
COM0001969,A,4
COM0045275,C,4
COM0055930,A,4
COM0008185,A,4
COM0001444,A,4
COM0041808,A,4
COM0038200,B,4
COM0026873,A,4
COM0053406,A,4
COM0029164,A,4
COM0035668,B,4
COM0004536,A,4
COM0033925,A,4
COM0036050,A,4
COM0018028,A,4
COM0032146,A,4
COM0001328,A,4
COM0030638,A,4
COM0006197,A,4
COM0037974,B,4
COM0033630,B,4
COM0047480,A,4
COM0053670,A,4
COM0003156,C,4
COM0016449,B,4
COM0043104,B,4
COM0007034,A,4
COM0047582,A,4
COM0052806,A,4
COM0029845,B,4
COM0034580,A,4
COM0003605,A,4
COM0016548,B,4
COM0038285,A,4
COM0050027,A,4
COM0002282,A,4
COM0043293,A,4
COM0024021,B,4
COM0036363,A,4
COM0054598,A,4
COM0039875,A,4
COM0013452,A,4
COM0027529,A,4
COM0030249,B,4
COM0044068,A,4
COM0030112,A,4
COM0029258,A,4
COM0010696,A,4
COM0023494,A,4
COM0040836,A,4
COM0029074,A,4
COM0020336,A,4
COM0033651,C,4
COM0006339,B,4
COM0045233,C,4
COM0037699,A,4
COM0018551,A,4
COM0056050,B,4
COM0018241,A,4
COM0020969,C,4
COM0004896,C,4
COM0033631,C,4
COM0054464,A,4
COM0009472,B,4
COM0034392,A,4
COM0001982,A,4
COM0014395,A,4
COM0021148,B,4
COM0007294,A,4
COM0052923,B,4
COM0050840,C,4
COM0009790,A,4
COM0011083,A,4
COM0020128,A,4
COM0049883,A,4
COM0006933,A,4
COM0054151,A,4
COM0008346,B,4
COM0001372,A,4
COM0003818,B,4
COM0029307,A,4
COM0010750,A,4
COM0030786,A,4
COM0045735,A,4
COM0001344,B,4
COM0012429,C,4
COM0040841,A,4
COM0039755,A,4
COM0031790,A,4
COM0001330,B,4
COM0019905,B,4
COM0010659,A,4
COM0032795,A,4
COM0042807,C,4
COM0004302,A,4
COM0044463,A,4
COM0000243,C,4
COM0016133,A,4
COM0010800,C,4
COM0046067,B,4
COM0012253,A,4
COM0016232,C,4
COM0025231,C,4
COM0000816,C,4
COM0037226,A,4
COM0002366,A,4
COM0007217,A,4
COM0004107,A,4
COM0047817,A,4
COM0038855,A,4
COM0031240,A,4
COM0009127,A,4
COM0032850,B,4
COM0001642,B,4
COM0046169,A,4
COM0011757,A,4
COM0000786,B,4
COM0007915,A,4
COM0048227,B,4
COM0029374,A,4
COM0009124,A,4
COM0003892,C,4
COM0007214,C,4
COM0001681,A,4
COM0056500,C,4
COM0055756,A,4
COM0045441,A,4
COM0035385,A,4
COM0056707,A,4
COM0019730,A,4
COM0042897,C,4
COM0015574,A,4
COM0006791,C,4
COM0012468,A,4
COM0054798,A,4
COM0016662,A,4
COM0008510,A,4
COM0019891,C,4
COM0010014,A,4
COM0006925,B,4
COM0000938,A,4
COM0001098,B,4
COM0005284,A,4
COM0041938,A,4
COM0004092,C,4
COM0051397,A,4
COM0055651,A,4
COM0045326,A,4
COM0002252,B,4
COM0025266,C,4
COM0054025,A,4
COM0035909,A,4
COM0025784,B,4
COM0006950,A,4
COM0024170,B,4
COM0001500,C,4
COM0024461,A,4
COM0038834,B,4
COM0013789,B,4
COM0047234,A,4
COM0002547,A,4
COM0020744,C,4
COM0002944,B,4
COM0001767,B,4
COM0027637,A,4
COM0048241,A,4
COM0014642,C,4
COM0001689,B,4
COM0025189,B,4
COM0025778,A,4
COM0037842,B,4
COM0028357,A,4
COM0039651,A,4
COM0043426,A,4
COM0002888,B,4
COM0020675,A,4
COM0033572,B,4
COM0051019,A,4
COM0040670,A,4
COM0046020,A,4
COM0005863,C,4
COM0006778,A,4
COM0056924,B,4
COM0054349,A,4
COM0023991,A,4
COM0031260,B,4
COM0022013,A,4
COM0013962,B,4
COM0028779,A,4
COM0020460,A,4
COM0049286,A,4
COM0010861,A,4
COM0017210,A,4
COM0019387,A,4
COM0050697,B,4
COM0027514,A,4
COM0036736,A,4
COM0013813,A,4
COM0031163,A,4
COM0023521,C,4
COM0038923,A,4
COM0039950,A,4
COM0031781,A,4
COM0014113,B,4
COM0017542,A,4
COM0038036,A,4
COM0020852,A,4
COM0030043,A,4
COM0012996,B,4
COM0006248,A,4
COM0013671,A,4
COM0000830,B,4
COM0046910,A,4
COM0007110,A,4
COM0036422,A,4
COM0056147,B,4
COM0000696,A,4
COM0000861,A,4
COM0012128,C,4
COM0013116,A,4
COM0033188,A,4
COM0004370,A,4
COM0030628,A,4
COM0044913,C,4
COM0000728,C,4
COM0029297,A,4
COM0021924,A,4
COM0017010,A,4
COM0048794,A,4
COM0014636,A,4
COM0000499,A,4
COM0029049,A,4
COM0013730,A,4
